txtb_year,textbox1,textbox4,txtb_value
Lainat,"Keskikorko, %",5/2023,"3,61"
Lainat,"Keskikorko, %",6/2023,"3,88"
Lainat,"Keskikorko, %",7/2023,"4,04"
Lainat,"Keskikorko, %",8/2023,"4,18"
Lainat,"Keskikorko, %",9/2023,"4,30"
Lainat,"Keskikorko, %",10/2023,"4,40"
Lainat,"Keskikorko, %",11/2023,"4,46"
Lainat,"Keskikorko, %",12/2023,"4,50"
Lainat,"Keskikorko, %",1/2024,"4,53"
Lainat,"Keskikorko, %",2/2024,"4,53"
Lainat,"Keskikorko, %",3/2024,"4,52"
Lainat,"Keskikorko, %",4/2024,"4,51"
Lainat,"Keskikorko, %",5/2024,"4,51"
Lainat,"Keskikorko, %",6/2024,"4,48"
Lainat,"Keskikorko, %",7/2024,"4,45"
Kotitalouksille (2),"12 kk:n muutos (1), %",1/2003,"10,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",2/2003,"10,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",3/2003,"11,3"
Kotitalouksille (2),"12 kk:n muutos (1), %",4/2003,"11,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",5/2003,"11,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",6/2003,"12,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",7/2003,"12,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",8/2003,"12,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",9/2003,"13,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",10/2003,"13,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",11/2003,"12,9"
Kotitalouksille (2),"12 kk:n muutos (1), %",12/2003,"14,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",1/2004,"13,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",2/2004,"13,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",3/2004,"13,8"
Kotitalouksille (2),"12 kk:n muutos (1), %",4/2004,"13,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",5/2004,"13,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",6/2004,"13,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",7/2004,"13,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",8/2004,"13,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",9/2004,"13,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",10/2004,"13,3"
Kotitalouksille (2),"12 kk:n muutos (1), %",11/2004,"13,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",12/2004,"13,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",1/2005,"13,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",2/2005,"13,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",3/2005,"13,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",4/2005,"13,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",5/2005,"13,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",6/2005,"13,8"
Kotitalouksille (2),"12 kk:n muutos (1), %",7/2005,"14,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",8/2005,"14,3"
Kotitalouksille (2),"12 kk:n muutos (1), %",9/2005,"14,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",10/2005,"14,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",11/2005,"15,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",12/2005,"15,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",1/2006,"15,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",2/2006,"15,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",3/2006,"14,9"
Kotitalouksille (2),"12 kk:n muutos (1), %",4/2006,"14,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",5/2006,"14,3"
Kotitalouksille (2),"12 kk:n muutos (1), %",6/2006,"14,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",7/2006,"13,8"
Kotitalouksille (2),"12 kk:n muutos (1), %",8/2006,"13,8"
Kotitalouksille (2),"12 kk:n muutos (1), %",9/2006,"13,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",10/2006,"13,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",11/2006,"13,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",12/2006,"13,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",1/2007,"13,3"
Kotitalouksille (2),"12 kk:n muutos (1), %",2/2007,"13,3"
Kotitalouksille (2),"12 kk:n muutos (1), %",3/2007,"13,3"
Kotitalouksille (2),"12 kk:n muutos (1), %",4/2007,"13,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",5/2007,"13,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",6/2007,"12,8"
Kotitalouksille (2),"12 kk:n muutos (1), %",7/2007,"12,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",8/2007,"12,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",9/2007,"12,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",10/2007,"11,9"
Kotitalouksille (2),"12 kk:n muutos (1), %",11/2007,"11,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",12/2007,"11,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",1/2008,"11,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",2/2008,"11,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",3/2008,"10,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",4/2008,"10,9"
Kotitalouksille (2),"12 kk:n muutos (1), %",5/2008,"10,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",6/2008,"10,3"
Kotitalouksille (2),"12 kk:n muutos (1), %",7/2008,"10,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",8/2008,"9,8"
Kotitalouksille (2),"12 kk:n muutos (1), %",9/2008,"9,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",10/2008,"9,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",11/2008,"8,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",12/2008,"8,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",1/2009,"7,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",2/2009,"7,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",3/2009,"6,8"
Kotitalouksille (2),"12 kk:n muutos (1), %",4/2009,"6,3"
Kotitalouksille (2),"12 kk:n muutos (1), %",5/2009,"5,8"
Kotitalouksille (2),"12 kk:n muutos (1), %",6/2009,"5,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",7/2009,"5,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",8/2009,"5,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",9/2009,"5,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",10/2009,"5,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",11/2009,"5,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",12/2009,"5,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",1/2010,"5,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",2/2010,"5,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",3/2010,"5,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",4/2010,"5,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",5/2010,"5,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",6/2010,"5,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",7/2010,"5,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",8/2010,"5,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",9/2010,"5,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",10/2010,"5,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",11/2010,"6,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",12/2010,"6,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",1/2011,"6,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",2/2011,"6,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",3/2011,"5,9"
Kotitalouksille (2),"12 kk:n muutos (1), %",4/2011,"6,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",5/2011,"5,9"
Kotitalouksille (2),"12 kk:n muutos (1), %",6/2011,"5,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",7/2011,"5,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",8/2011,"5,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",9/2011,"5,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",10/2011,"5,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",11/2011,"5,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",12/2011,"5,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",1/2012,"5,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",2/2012,"5,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",3/2012,"5,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",4/2012,"5,3"
Kotitalouksille (2),"12 kk:n muutos (1), %",5/2012,"5,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",6/2012,"5,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",7/2012,"5,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",8/2012,"5,3"
Kotitalouksille (2),"12 kk:n muutos (1), %",9/2012,"5,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",10/2012,"5,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",11/2012,"5,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",12/2012,"4,9"
Kotitalouksille (2),"12 kk:n muutos (1), %",1/2013,"4,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",2/2013,"4,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",3/2013,"4,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",4/2013,"4,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",5/2013,"3,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",6/2013,"3,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",7/2013,"3,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",8/2013,"2,9"
Kotitalouksille (2),"12 kk:n muutos (1), %",9/2013,"2,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",10/2013,"2,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",11/2013,"2,3"
Kotitalouksille (2),"12 kk:n muutos (1), %",12/2013,"2,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",1/2014,"2,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",2/2014,"2,3"
Kotitalouksille (2),"12 kk:n muutos (1), %",3/2014,"2,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",4/2014,"2,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",5/2014,"2,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",6/2014,"2,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",7/2014,"2,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",8/2014,"2,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",9/2014,"2,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",10/2014,"2,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",11/2014,"2,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",12/2014,"1,9"
Kotitalouksille (2),"12 kk:n muutos (1), %",1/2015,"1,8"
Kotitalouksille (2),"12 kk:n muutos (1), %",2/2015,"1,9"
Kotitalouksille (2),"12 kk:n muutos (1), %",3/2015,"2,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",4/2015,"2,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",5/2015,"2,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",6/2015,"2,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",7/2015,"2,3"
Kotitalouksille (2),"12 kk:n muutos (1), %",8/2015,"2,3"
Kotitalouksille (2),"12 kk:n muutos (1), %",9/2015,"2,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",10/2015,"2,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",11/2015,"2,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",12/2015,"2,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",1/2016,"2,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",2/2016,"2,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",3/2016,"2,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",4/2016,"2,8"
Kotitalouksille (2),"12 kk:n muutos (1), %",5/2016,"2,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",6/2016,"2,8"
Kotitalouksille (2),"12 kk:n muutos (1), %",7/2016,"2,8"
Kotitalouksille (2),"12 kk:n muutos (1), %",8/2016,"2,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",9/2016,"2,8"
Kotitalouksille (2),"12 kk:n muutos (1), %",10/2016,"2,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",11/2016,"2,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",12/2016,"2,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",1/2017,"2,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",2/2017,"2,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",3/2017,"2,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",4/2017,"2,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",5/2017,"2,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",6/2017,"2,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",7/2017,"2,3"
Kotitalouksille (2),"12 kk:n muutos (1), %",8/2017,"2,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",9/2017,"2,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",10/2017,"2,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",11/2017,"2,8"
Kotitalouksille (2),"12 kk:n muutos (1), %",12/2017,"2,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",1/2018,"2,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",2/2018,"2,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",3/2018,"2,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",4/2018,"2,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",5/2018,"2,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",6/2018,"2,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",7/2018,"2,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",8/2018,"2,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",9/2018,"2,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",10/2018,"2,3"
Kotitalouksille (2),"12 kk:n muutos (1), %",11/2018,"2,3"
Kotitalouksille (2),"12 kk:n muutos (1), %",12/2018,"2,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",1/2019,"2,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",2/2019,"2,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",3/2019,"2,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",4/2019,"2,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",5/2019,"2,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",6/2019,"2,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",7/2019,"2,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",8/2019,"2,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",9/2019,"2,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",10/2019,"2,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",11/2019,"2,9"
Kotitalouksille (2),"12 kk:n muutos (1), %",12/2019,"3,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",1/2020,"3,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",2/2020,"3,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",3/2020,"3,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",4/2020,"3,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",5/2020,"3,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",6/2020,"2,9"
Kotitalouksille (2),"12 kk:n muutos (1), %",7/2020,"3,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",8/2020,"3,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",9/2020,"3,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",10/2020,"3,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",11/2020,"3,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",12/2020,"3,3"
Kotitalouksille (2),"12 kk:n muutos (1), %",1/2021,"3,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",2/2021,"3,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",3/2021,"3,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",4/2021,"3,9"
Kotitalouksille (2),"12 kk:n muutos (1), %",5/2021,"4,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",6/2021,"4,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",7/2021,"4,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",8/2021,"4,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",9/2021,"4,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",10/2021,"3,9"
Kotitalouksille (2),"12 kk:n muutos (1), %",11/2021,"4,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",12/2021,"4,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",1/2022,"3,9"
Kotitalouksille (2),"12 kk:n muutos (1), %",2/2022,"3,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",3/2022,"3,8"
Kotitalouksille (2),"12 kk:n muutos (1), %",4/2022,"3,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",5/2022,"3,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",6/2022,"3,3"
Kotitalouksille (2),"12 kk:n muutos (1), %",7/2022,"3,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",8/2022,"2,9"
Kotitalouksille (2),"12 kk:n muutos (1), %",9/2022,"2,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",10/2022,"2,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",11/2022,"1,8"
Kotitalouksille (2),"12 kk:n muutos (1), %",12/2022,"1,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",1/2023,"1,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",2/2023,"0,8"
Kotitalouksille (2),"12 kk:n muutos (1), %",3/2023,"0,3"
Kotitalouksille (2),"12 kk:n muutos (1), %",4/2023,"-0,1"
Kotitalouksille (2),"12 kk:n muutos (1), %",5/2023,"-0,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",6/2023,"-0,9"
Kotitalouksille (2),"12 kk:n muutos (1), %",7/2023,"-1,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",8/2023,"-1,3"
Kotitalouksille (2),"12 kk:n muutos (1), %",9/2023,"-1,4"
Kotitalouksille (2),"12 kk:n muutos (1), %",10/2023,"-1,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",11/2023,"-1,5"
Kotitalouksille (2),"12 kk:n muutos (1), %",12/2023,"-1,3"
Kotitalouksille (2),"12 kk:n muutos (1), %",1/2024,"-1,2"
Kotitalouksille (2),"12 kk:n muutos (1), %",2/2024,"-1,0"
Kotitalouksille (2),"12 kk:n muutos (1), %",3/2024,"-0,8"
Kotitalouksille (2),"12 kk:n muutos (1), %",4/2024,"-0,9"
Kotitalouksille (2),"12 kk:n muutos (1), %",5/2024,"-0,7"
Kotitalouksille (2),"12 kk:n muutos (1), %",6/2024,"-0,6"
Kotitalouksille (2),"12 kk:n muutos (1), %",7/2024,"-0,6"
Kotitalouksille (2),"Keskikorko, %",1/2003,"5,03"
Kotitalouksille (2),"Keskikorko, %",2/2003,"4,95"
Kotitalouksille (2),"Keskikorko, %",3/2003,"4,74"
Kotitalouksille (2),"Keskikorko, %",4/2003,"4,65"
Kotitalouksille (2),"Keskikorko, %",5/2003,"4,56"
Kotitalouksille (2),"Keskikorko, %",6/2003,"4,32"
Kotitalouksille (2),"Keskikorko, %",7/2003,"4,22"
Kotitalouksille (2),"Keskikorko, %",8/2003,"4,16"
Kotitalouksille (2),"Keskikorko, %",9/2003,"4,11"
Kotitalouksille (2),"Keskikorko, %",10/2003,"4,07"
Kotitalouksille (2),"Keskikorko, %",11/2003,"4,03"
Kotitalouksille (2),"Keskikorko, %",12/2003,"4,01"
Kotitalouksille (2),"Keskikorko, %",1/2004,"3,97"
Kotitalouksille (2),"Keskikorko, %",2/2004,"3,94"
Kotitalouksille (2),"Keskikorko, %",3/2004,"3,90"
Kotitalouksille (2),"Keskikorko, %",4/2004,"3,87"
Kotitalouksille (2),"Keskikorko, %",5/2004,"3,85"
Kotitalouksille (2),"Keskikorko, %",6/2004,"3,86"
Kotitalouksille (2),"Keskikorko, %",7/2004,"3,86"
Kotitalouksille (2),"Keskikorko, %",8/2004,"3,85"
Kotitalouksille (2),"Keskikorko, %",9/2004,"3,84"
Kotitalouksille (2),"Keskikorko, %",10/2004,"3,82"
Kotitalouksille (2),"Keskikorko, %",11/2004,"3,82"
Kotitalouksille (2),"Keskikorko, %",12/2004,"3,81"
Kotitalouksille (2),"Keskikorko, %",1/2005,"3,79"
Kotitalouksille (2),"Keskikorko, %",2/2005,"3,78"
Kotitalouksille (2),"Keskikorko, %",3/2005,"3,77"
Kotitalouksille (2),"Keskikorko, %",4/2005,"3,76"
Kotitalouksille (2),"Keskikorko, %",5/2005,"3,73"
Kotitalouksille (2),"Keskikorko, %",6/2005,"3,69"
Kotitalouksille (2),"Keskikorko, %",7/2005,"3,66"
Kotitalouksille (2),"Keskikorko, %",8/2005,"3,64"
Kotitalouksille (2),"Keskikorko, %",9/2005,"3,61"
Kotitalouksille (2),"Keskikorko, %",10/2005,"3,60"
Kotitalouksille (2),"Keskikorko, %",11/2005,"3,61"
Kotitalouksille (2),"Keskikorko, %",12/2005,"3,64"
Kotitalouksille (2),"Keskikorko, %",1/2006,"3,66"
Kotitalouksille (2),"Keskikorko, %",2/2006,"3,69"
Kotitalouksille (2),"Keskikorko, %",3/2006,"3,75"
Kotitalouksille (2),"Keskikorko, %",4/2006,"3,84"
Kotitalouksille (2),"Keskikorko, %",5/2006,"3,93"
Kotitalouksille (2),"Keskikorko, %",6/2006,"4,05"
Kotitalouksille (2),"Keskikorko, %",7/2006,"4,14"
Kotitalouksille (2),"Keskikorko, %",8/2006,"4,23"
Kotitalouksille (2),"Keskikorko, %",9/2006,"4,36"
Kotitalouksille (2),"Keskikorko, %",10/2006,"4,44"
Kotitalouksille (2),"Keskikorko, %",11/2006,"4,53"
Kotitalouksille (2),"Keskikorko, %",12/2006,"4,60"
Kotitalouksille (2),"Keskikorko, %",1/2007,"4,73"
Kotitalouksille (2),"Keskikorko, %",2/2007,"4,80"
Kotitalouksille (2),"Keskikorko, %",3/2007,"4,85"
Kotitalouksille (2),"Keskikorko, %",4/2007,"4,91"
Kotitalouksille (2),"Keskikorko, %",5/2007,"4,99"
Kotitalouksille (2),"Keskikorko, %",6/2007,"5,12"
Kotitalouksille (2),"Keskikorko, %",7/2007,"5,20"
Kotitalouksille (2),"Keskikorko, %",8/2007,"5,25"
Kotitalouksille (2),"Keskikorko, %",9/2007,"5,31"
Kotitalouksille (2),"Keskikorko, %",10/2007,"5,36"
Kotitalouksille (2),"Keskikorko, %",11/2007,"5,38"
Kotitalouksille (2),"Keskikorko, %",12/2007,"5,41"
Kotitalouksille (2),"Keskikorko, %",1/2008,"5,41"
Kotitalouksille (2),"Keskikorko, %",2/2008,"5,39"
Kotitalouksille (2),"Keskikorko, %",3/2008,"5,39"
Kotitalouksille (2),"Keskikorko, %",4/2008,"5,41"
Kotitalouksille (2),"Keskikorko, %",5/2008,"5,51"
Kotitalouksille (2),"Keskikorko, %",6/2008,"5,59"
Kotitalouksille (2),"Keskikorko, %",7/2008,"5,80"
Kotitalouksille (2),"Keskikorko, %",8/2008,"5,83"
Kotitalouksille (2),"Keskikorko, %",9/2008,"5,86"
Kotitalouksille (2),"Keskikorko, %",10/2008,"5,89"
Kotitalouksille (2),"Keskikorko, %",11/2008,"5,83"
Kotitalouksille (2),"Keskikorko, %",12/2008,"5,23"
Kotitalouksille (2),"Keskikorko, %",1/2009,"4,70"
Kotitalouksille (2),"Keskikorko, %",2/2009,"4,29"
Kotitalouksille (2),"Keskikorko, %",3/2009,"3,90"
Kotitalouksille (2),"Keskikorko, %",4/2009,"3,66"
Kotitalouksille (2),"Keskikorko, %",5/2009,"3,44"
Kotitalouksille (2),"Keskikorko, %",6/2009,"3,28"
Kotitalouksille (2),"Keskikorko, %",7/2009,"3,08"
Kotitalouksille (2),"Keskikorko, %",8/2009,"2,93"
Kotitalouksille (2),"Keskikorko, %",9/2009,"2,77"
Kotitalouksille (2),"Keskikorko, %",10/2009,"2,67"
Kotitalouksille (2),"Keskikorko, %",11/2009,"2,58"
Kotitalouksille (2),"Keskikorko, %",12/2009,"2,52"
Kotitalouksille (2),"Keskikorko, %",1/2010,"2,47"
Kotitalouksille (2),"Keskikorko, %",2/2010,"2,41"
Kotitalouksille (2),"Keskikorko, %",3/2010,"2,39"
Kotitalouksille (2),"Keskikorko, %",4/2010,"2,36"
Kotitalouksille (2),"Keskikorko, %",5/2010,"2,35"
Kotitalouksille (2),"Keskikorko, %",6/2010,"2,32"
Kotitalouksille (2),"Keskikorko, %",7/2010,"2,34"
Kotitalouksille (2),"Keskikorko, %",8/2010,"2,37"
Kotitalouksille (2),"Keskikorko, %",9/2010,"2,38"
Kotitalouksille (2),"Keskikorko, %",10/2010,"2,41"
Kotitalouksille (2),"Keskikorko, %",11/2010,"2,43"
Kotitalouksille (2),"Keskikorko, %",12/2010,"2,45"
Kotitalouksille (2),"Keskikorko, %",1/2011,"2,46"
Kotitalouksille (2),"Keskikorko, %",2/2011,"2,48"
Kotitalouksille (2),"Keskikorko, %",3/2011,"2,53"
Kotitalouksille (2),"Keskikorko, %",4/2011,"2,60"
Kotitalouksille (2),"Keskikorko, %",5/2011,"2,67"
Kotitalouksille (2),"Keskikorko, %",6/2011,"2,74"
Kotitalouksille (2),"Keskikorko, %",7/2011,"2,81"
Kotitalouksille (2),"Keskikorko, %",8/2011,"2,84"
Kotitalouksille (2),"Keskikorko, %",9/2011,"2,86"
Kotitalouksille (2),"Keskikorko, %",10/2011,"2,88"
Kotitalouksille (2),"Keskikorko, %",11/2011,"2,88"
Kotitalouksille (2),"Keskikorko, %",12/2011,"2,88"
Kotitalouksille (2),"Keskikorko, %",1/2012,"2,83"
Kotitalouksille (2),"Keskikorko, %",2/2012,"2,78"
Kotitalouksille (2),"Keskikorko, %",3/2012,"2,70"
Kotitalouksille (2),"Keskikorko, %",4/2012,"2,62"
Kotitalouksille (2),"Keskikorko, %",5/2012,"2,54"
Kotitalouksille (2),"Keskikorko, %",6/2012,"2,48"
Kotitalouksille (2),"Keskikorko, %",7/2012,"2,39"
Kotitalouksille (2),"Keskikorko, %",8/2012,"2,30"
Kotitalouksille (2),"Keskikorko, %",9/2012,"2,21"
Kotitalouksille (2),"Keskikorko, %",10/2012,"2,12"
Kotitalouksille (2),"Keskikorko, %",11/2012,"2,05"
Kotitalouksille (2),"Keskikorko, %",12/2012,"2,01"
Kotitalouksille (2),"Keskikorko, %",1/2013,"1,97"
Kotitalouksille (2),"Keskikorko, %",2/2013,"1,95"
Kotitalouksille (2),"Keskikorko, %",3/2013,"1,92"
Kotitalouksille (2),"Keskikorko, %",4/2013,"1,91"
